"pincode","city","state_code","cod","prepaid","pickup","zone"
"472005","Tikamgarh","Madhya Pradesh","Y","Y","Y","Z4"
"472010","Tikamgarh","Madhya Pradesh","Y","Y","Y","Z4"
"472101","Prithvipur","Madhya Pradesh","Y","Y","Y","Z4"
"472111","TIKAMGARH","MP","Y","Y","Y","Z4"
"472115","Jatara","Madhya Pradesh","Y","Y","Y","Z4"
"472118","Jatara","Madhya Pradesh","Y","Y","Y","Z4"
"472221","TIKAMGARH","MADHYA PRADESH","Y","Y","Y","Z4"
"472246","NIWARI","Madhya Pradesh","Y","Y","Y","Z4"
"472331","Jatara","Madhya Pradesh","Y","Y","Y","Z4"
"472336","Prithvipur","MADHYA PRADESH","Y","Y","Y","Z4"
"472337","Prithvipur","Madhya Pradesh","Y","Y","Y","Z4"
"472338","Prithvipur","Madhya Pradesh","Y","Y","Y","Z4"
"472339","Tikamgarh","Madhya Pradesh","Y","Y","Y","Z4"
"472366","JHANSI","UTTAR PRADESH","N","Y","N","Z4"
"472442","JHANSI","UTTAR PRADESH","Y","Y","Y","Z4"
"472445","Niwari","Madhya Pradesh","Y","Y","Y","Z4"
"472446","BHANDER","MP","Y","Y","Y","Z4"
"472447","Prithvipur","Madhya Pradesh","Y","Y","Y","Z4"
"473001","GUNA","MP","Y","Y","Y","Z4"
"473002","Guna","Madhya Pradesh","Y","Y","Y","Z4"
"473101","GUNA","MP","Y","Y","Y","Z4"
"473105","Guna","Madhya Pradesh","Y","Y","Y","Z4"
"473110","Guna","Madhya Pradesh","Y","Y","Y","Z4"
"473111","RAGHOGARH","Madhya Pradesh","Y","Y","Y","Z4"
"473112","Guna","Madhya Pradesh","Y","Y","Y","Z4"
"473113","Guna","Madhya Pradesh","Y","Y","Y","Z4"
"473115","CHACHAURA","MP","Y","Y","Y","Z4"
"473116","BADRAWAS","MADHYA PRADESH","N","Y","N","Z4"
"473118","Binaganj","Madhya Pradesh","Y","Y","Y","Z4"
"473222","CHACHAURA","MP","Y","Y","Y","Z4"
"473226","Guna","Madhya Pradesh","Y","Y","Y","Z4"
"473229","GUNA","MP","Y","Y","Y","Z4"
"473249","Guna","MADHYA PRADESH","Y","Y","Y","Z4"
"473287","LATERI","MP","Y","Y","Y","Z4"
"473330","Ashok Nagar","Madhya Pradesh","Y","Y","Y","Z4"
"473331","Ashok Nagar","Madhya Pradesh","Y","Y","Y","Z4"
"473332","Ashok Nagar","Madhya Pradesh","Y","Y","Y","Z4"
"473333","GUNA","MADHYA PRADESH","Y","Y","N","Z4"
"473335","ISAGARH","MP","Y","Y","Y","Z4"
"473338","Ashok Nagar","Madhya Pradesh","Y","Y","Y","Z4"
"473440","MUNGAOLI","MP","Y","Y","Y","Z4"
"473443","Mungaoli","Madhya Pradesh","Y","Y","Y","Z4"
"473444","Mungaoli","Madhya Pradesh","Y","Y","Y","Z4"
"473445","Mungaoli","Madhya Pradesh","Y","Y","Y","Z4"
"473446","Chanderi","Madhya Pradesh","Y","Y","Y","Z4"
"473551","Shivpuri","Madhya Pradesh","Y","Y","Y","Z4"
"473554","Shivpuri","Madhya Pradesh","Y","Y","Y","Z4"
"473559","Shivpuri","Madhya Pradesh","Y","Y","N","Z4"
"473583","Chanderi","Madhya Pradesh","Y","Y","Y","Z4"
"473585","Chanderi","Madhya Pradesh","Y","Y","Y","Z4"
"473638","Shivpuri","Madhya Pradesh","Y","Y","Y","Z4"
"473660","Karera-MP","Madhya Pradesh","Y","Y","Y","Z4"
"473662","Karera","Madhya Pradesh","Y","Y","Y","Z4"
"473664","DATIA","MP","Y","Y","N","Z4"
"473665","Karera-MP","Madhya Pradesh","Y","Y","Y","Z4"
"473670","Karera-MP","Madhya Pradesh","Y","Y","Y","Z4"
"473770","Shivpuri","Madhya Pradesh","Y","Y","Y","Z4"
"473774","SHIVPURI","Madhya Pradesh","Y","Y","Y","Z4"
"473775","SHIVPURI","MP","Y","Y","Y","Z4"
"473781","Shivpuri","Madhya Pradesh","Y","Y","Y","Z4"
"473785","GUNA","MADHYA PRADESH","Y","Y","N","Z4"
"473793","Shivpuri","Madhya Pradesh","Y","Y","Y","Z4"
"473865","Dabra","Madhya Pradesh","Y","Y","Y","Z4"
"473880","Narwar","Madhya Pradesh","Y","Y","Y","Z4"
"473885","Shivpuri","Madhya Pradesh","Y","Y","Y","Z4"
"473990","Pichhore","Madhya Pradesh","Y","Y","Y","Z4"
"473993","Pichhore","Madhya Pradesh","Y","Y","Y","Z4"
"473995","Pichhore","Madhya Pradesh","Y","Y","Y","Z4"
"474001","Gwalior","Madhya Pradesh","Y","Y","Y","Z4"
"474002","Gwalior","Madhya Pradesh","Y","Y","Y","Z4"
"474003","Gwalior","MADHYA PRADESH","Y","Y","Y","Z4"
"474004","GWALIOR","MADHYA PRADESH","Y","Y","Y","Z4"
"474005","GWALIOR","Madhya Pradesh","Y","Y","Y","Z4"
"474006","Gwalior","MADHYA PRADESH","Y","Y","Y","Z4"
"474007","Gwalior","Madhya Pradesh","Y","Y","Y","Z4"
"474008","Gwalior","Madhya Pradesh","Y","Y","Y","Z4"
"474009","Gwalior","Madhya Pradesh","Y","Y","Y","Z4"
"474010","GWALIOR","MADHYA PRADESH","Y","Y","Y","Z4"
"474011","GWALIOR","Madhya Pradesh","Y","Y","Y","Z4"
"474012","GWALIOR","Madhya Pradesh","Y","Y","Y","Z4"
"474013","GWALIOR","Madhya Pradesh","Y","Y","N","Z4"
"474015","Gwalior","MADHYA PRADESH","Y","Y","Y","Z4"
"474020","MALANPUR","MADHYA PRADESH","Y","Y","Y","Z4"
"474021","GWALIOR","MADHYA PRADESH","N","Y","Y","Z4"
"474040","GWALIOR","MP","Y","Y","Y","Z4"
"474041","Gwalior","MADHYA PRADESH","Y","Y","Y","Z4"
"474042","GWALIOR","MP","Y","Y","Y","Z4"
"474050","GWALIOR","MADHYA PRADESH","Y","Y","Y","Z4"
"474055","Gwalior","MADHYA PRADESH","Y","Y","Y","Z4"
"475001","Gwalior","Madhya Pradesh","Y","Y","Y","Z4"
"475002","GWALIOR","MADHYA PRADESH","Y","Y","N","Z4"
"475003","PICHHORE","MP","Y","Y","Y","Z4"
"475005","Dabra","Madhya Pradesh","Y","Y","Y","Z4"
"475110","Dabra","MADHYA PRADESH","Y","Y","Y","Z4"
"475112","Gwalior","Madhya Pradesh","Y","Y","Y","Z4"
"475115","Dabra","Madhya Pradesh","Y","Y","Y","Z4"
"475118","GWALIOR","Madhya Pradesh","Y","Y","N","Z4"
"475220","Dabra","Madhya Pradesh","Y","Y","Y","Z4"
"475330","Mohana-MP","Madhya Pradesh","Y","Y","Y","Z4"
"475335","Bhander","Madhya Pradesh","Y","Y","Y","Z4"
"475336","Datia","Madhya Pradesh","Y","Y","Y","Z4"
"475533","BHANDER","MP","Y","Y","Y","Z4"
"475561","Pichhore","Madhya Pradesh","Y","Y","N","Z4"
"475661","Datia","Madhya Pradesh","Y","Y","Y","Z4"
"475668","BHANDER","MP","Y","Y","N","Z4"
"475671","BHANDER","MP","Y","Y","Y","Z4"
"475673","Datia","Madhya Pradesh","Y","Y","Y","Z4"
"475675","Indergarh","Madhya Pradesh","Y","Y","Y","Z4"
"475677","INDERGARH","MP","Y","Y","N","Z4"
"475682","SEONDHA","MP","Y","Y","Y","Z4"
"475684","DATIA","MP","Y","Y","N","Z4"
"475685","Datia","Madhya Pradesh","Y","Y","Y","Z4"
"475686","DATIA","Madhya Pradesh","Y","Y","Y","Z4"
"475687","Pachore","Madhya Pradesh","Y","Y","Y","Z4"
"475693","DATIA","MP","Y","Y","N","Z4"
"476001","Morena","Madhya Pradesh","Y","Y","Y","Z4"
"476006","MORENA","MADHYA PRADESH","Y","Y","Y","Z4"
"476026","Morena","Madhya Pradesh","Y","Y","Y","Z4"
"476027","Morena","MADHYA PRADESH","Y","Y","Y","Z4"
"476031","Morena","Madhya Pradesh","Y","Y","Y","Z4"
"476111","MORENA","MADHYA PRADESH","Y","Y","Y","Z4"
"476113","AMBAH","Madhya Pradesh","Y","Y","N","Z4"
"476115","AMBAH","Madhya Pradesh","Y","Y","Y","Z4"
"476133","Morena","Madhya Pradesh","Y","Y","Y","Z4"
"476134","Morena","MADHYA PRADESH","Y","Y","Y","Z4"
"476219","JOURA","MP","Y","Y","N","Z4"
"476221","Morena","Madhya Pradesh","Y","Y","Y","Z4"
"476224","Sabalgarh","Madhya Pradesh","Y","Y","Y","Z4"
"476228","Sabalgarh","Madhya Pradesh","Y","Y","Y","Z4"
"476229","Sabalgarh","Madhya Pradesh","Y","Y","Y","Z4"
"476235","MORENA","MADHYA PRADESH","Y","Y","N","Z4"
"476332","Sabalgarh","Madhya Pradesh","Y","Y","Y","Z4"
"476337","Sheopur","Madhya Pradesh","Y","Y","Y","Z4"
"476339","Sheopur","Madhya Pradesh","Y","Y","Y","Z4"
"476345","Sheopur","Madhya Pradesh","N","N","Y","Z4"
"476355","Sheopur","Madhya Pradesh","Y","Y","Y","Z4"
"476444","Morena","Madhya Pradesh","Y","Y","Y","Z4"
"476554","Morena","Madhya Pradesh","Y","Y","Y","Z4"
"477001","Bhind","Madhya Pradesh","Y","Y","Y","Z4"
"477105","Bhind","Madhya Pradesh","Y","Y","Y","Z4"
"477111","BHIND","MP","Y","Y","N","Z4"
"477114","GOHAD","MP","Y","Y","N","Z4"
"477116","GWALIOR","MP","Y","Y","Y","Z4"
"477117","Gwalior","Madhya Pradesh","Y","Y","Y","Z4"
"477222","Bhind","Madhya Pradesh","Y","Y","Y","Z4"
"477227","Bhind","Madhya Pradesh","Y","Y","Y","Z4"
"477331","Bhind","Madhya Pradesh","Y","Y","Y","Z4"
"477332","BHIND","Madhya Pradesh","Y","Y","Y","Z4"
"477333","Bhind","Madhya Pradesh","Y","Y","Y","Z4"
"477335","Bhind","Madhya Pradesh","Y","Y","Y","Z4"
"477441","Lahar","Madhya Pradesh","Y","Y","Y","Z4"
"477445","BHIND","MADHYA PRADESH","Y","Y","Y","Z4"
"477446","Lahar","Madhya Pradesh","Y","Y","Y","Z4"
"477447","Lahar","Madhya Pradesh","Y","Y","Y","Z4"
"477449","Lahar","Madhya Pradesh","Y","Y","Y","Z4"
"477555","Bhind","Madhya Pradesh","Y","Y","Y","Z4"
"477557","Bhind","Madhya Pradesh","Y","Y","Y","Z4"
"477566","Bhind","Madhya Pradesh","Y","Y","Y","Z4"
"477660","Bhind","Madhya Pradesh","Y","Y","Y","Z4"
"480000","Sausar","Madhya Pradesh","Y","Y","Y","Z4"
"480001","Chhindwara","Madhya Pradesh","Y","Y","Y","Z4"
"480002","Chindwara","Madhya Pradesh","Y","Y","Y","Z4"
"480003","Chhindwara","Madhya Pradesh","Y","Y","Y","Z4"
"480004","CHHINDWARA (MP)","MADHYA PRADESH","Y","Y","Y","Z4"
"480015","Chhindwara","Madhya Pradesh","Y","Y","Y","Z4"
"480102","Chhindwara","Madhya Pradesh","Y","Y","Y","Z4"
"480104","SAUSAR","MP","Y","Y","N","Z4"
"480105","PANDHURNA","MADHYA PRADESH","Y","Y","Y","Z4"
"480106","Sausar","MADHYA PRADESH","Y","Y","Y","Z4"
"480107","Chhindwara","Madhya Pradesh","Y","Y","Y","Z4"
"480108","Sausar","MADHYA PRADESH","Y","Y","Y","Z4"
"480109","SAUSAR","Madhya Pradesh","Y","Y","Y","Z4"
"480110","Chhindwara","Madhya Pradesh","Y","Y","Y","Z4"
"480111","Chhindwara","Madhya Pradesh","Y","Y","Y","Z4"
"480112","CHHINDWARA","MADHYA PRADESH","Y","Y","Y","Z4"
"480115","Chhindwara","Madhya Pradesh","Y","Y","Y","Z4"
"480116","AMARWARA","MP","Y","Y","N","Z4"
"480221","Amarwara","Madhya Pradesh","Y","Y","Y","Z4"
"480223","AMARWARA","MP","Y","Y","Y","Z4"
"480224","Amarwara","Madhya Pradesh","Y","Y","Y","Z4"
"480331","CHHINDWARA","Madhya Pradesh","Y","Y","Y","Z4"
"480334","Pandhurna","Madhya Pradesh","Y","Y","Y","Z4"
"480337","SAUSAR","MP","Y","Y","Y","Z4"
"480338","PANDHURNA","MADHYA PRADESH","Y","Y","Y","Z4"
"480339","PANDHURNA","MP","Y","Y","Y","Z4"
"480357","Parasia","Madhya Pradesh","Y","Y","Y","Z4"
"480441","Parasia","Madhya Pradesh","Y","Y","Y","Z4"
"480442","PARASIYA","MADHYA PRADESH","Y","Y","N","Z4"
"480447","Parasia","Madhya Pradesh","Y","Y","Y","Z4"
"480449","Parasia","Madhya Pradesh","Y","Y","Y","Z4"
"480551","Chindwara","MADHYA PRADESH","Y","Y","Y","Z4"
"480553","Seoni","Madhya Pradesh","Y","Y","Y","Z4"
"480554","JUNNARDEO","MP","Y","Y","Y","Z4"
"480555","Junnardeo","Madhya Pradesh","Y","Y","Y","Z4"
"480557","Parasia","Madhya Pradesh","Y","Y","Y","Z4"
"480559","Parasia","Madhya Pradesh","Y","Y","Y","Z4"
"480661","SEONI","Madhya Pradesh","Y","Y","Y","Z4"
"480664","Seoni","MADHYA PRADESH","Y","Y","Y","Z4"
"480667","SEONI","MP","Y","Y","Y","Z4"
"480669","Seoni","MADHYA PRADESH","Y","Y","Y","Z4"
"480771","SEONI","MP","Y","Y","Y","Z4"
"480880","Katangi","Madhya Pradesh","Y","Y","Y","Z4"
"480881","Seoni","Madhya Pradesh","Y","Y","Y","Z4"
"480882","Seoni","Madhya Pradesh","Y","Y","Y","Z4"
"480884","Lakhnadon","Madhya Pradesh","Y","Y","Y","Z4"
"480886","LAKHNADON","MADHYA PRADESH","Y","Y","Y","Z4"
"480887","Lakhnadon","Madhya Pradesh","Y","Y","Y","Z4"
"480888","Lakhnadon","Madhya Pradesh","Y","Y","Y","Z4"
"480990","SEONI","MP","Y","Y","Y","Z4"
"480991","SEONI","MADHYA PRADESH","Y","Y","Y","Z4"
"480994","LAKHNADON","MP","Y","Y","Y","Z4"
"480996","LAMTA","MADHYA PRADESH","Y","Y","Y","Z4"
"480997","Lakhnadon","Madhya Pradesh","Y","Y","Y","Z4"
"480998","Lakhnadon","Madhya Pradesh","Y","Y","Y","Z4"
"480999","LAKHNADON","MP","Y","Y","Y","Z4"
"481001","Balaghat","Madhya Pradesh","Y","Y","Y","Z4"
"481015","Balaghat","Madhya Pradesh","Y","Y","Y","Z4"
"481022","BUDBUDA","MADHYA PRADESH","Y","Y","Y","Z4"
"481051","BAIHAR","MP","Y","Y","Y","Z4"
"481101","BALAGHAT","MADHYA PRADESH","Y","Y","Y","Z4"
"481102","BALAGHAT","MP","Y","Y","Y","Z4"
"481104","BAIHAR","MP","Y","Y","N","Z4"
"481105","BAIHAR","MP","Y","Y","Y","Z4"
"481106","BAIHAR","MP","Y","Y","N","Z4"
"481111","BAIHAR","MP","Y","Y","Y","Z4"
"481115","LANJI","Madhya Pradesh","Y","Y","Y","Z4"
"481116","BAIHAR","MP","Y","Y","Y","Z4"
"481117","BICHHIYA","MP","Y","Y","N","Z4"
"481118","BICHHIYA","MP","Y","Y","N","Z4"
"481222","BALAGHAT","MP","Y","Y","Y","Z4"
"481224","BALAGHAT","Madhya Pradesh","Y","Y","Y","Z4"
"481226","BALAGHAT","MP","Y","Y","Y","Z4"
"481266","BUDBUDA","MADHYA PRADESH","Y","Y","Y","Z4"
"481331","Waraseoni","Madhya Pradesh","Y","Y","Y","Z4"
"481332","Waraseoni","Madhya Pradesh","Y","Y","Y","Z4"
"481335","Waraseoni","Madhya Pradesh","Y","Y","Y","Z4"
"481337","Waraseoni","Madhya Pradesh","Y","Y","Y","Z4"
"481338","WARASEONI","MADHYA PRADESH","Y","Y","Y","Z4"
"481339","WARASEONI","MADHYA PRADESH","Y","Y","Y","Z4"
"481340","WARASEONI","MADHYA PRADESH","Y","Y","Y","Z4"
"481441","WARASEONI","MADHYA PRADESH","Y","Y","Y","Z4"
"481445","Katangi","MADHYA PRADESH","Y","Y","Y","Z4"
"481449","KATANGI","MADHYA PRADESH","Y","Y","Y","Z4"
"481551","NAINPUR","MP","Y","Y","Y","Z4"
"481554","BAIHAR","MP","Y","Y","N","Z4"
"481556","BAIHAR","MP","Y","Y","Y","Z4"
"481584","BAIHAR","MP","Y","Y","N","Z4"
"481661","Mandla","MADHYA PRADESH","Y","Y","Y","Z4"
"481662","Tikariya","Madhya Pradesh","Y","Y","Y","Z4"
"481663","Ghugri","Madhya Pradesh","Y","Y","Y","Z4"
"481664","Ghugri","Madhya Pradesh","Y","Y","Y","Z4"
"481665","Mandla","Madhya Pradesh","Y","Y","Y","Z4"
"481666","Tikariya","Madhya Pradesh","Y","Y","Y","Z4"
"481667","NAINPUR","MP","Y","Y","N","Z4"
"481668","Mandla","Madhya Pradesh","Y","Y","Y","Z4"
"481669","Mandla","Madhya Pradesh","Y","Y","Y","Z4"
"481672","ShahpuraMP","Madhya Pradesh","Y","Y","Y","Z4"
"481768","Mandla","Madhya Pradesh","Y","Y","Y","Z4"
"481771","Mandla","Madhya Pradesh","Y","Y","Y","Z4"
"481776","NAINPUR","MP","Y","Y","Y","Z4"
"481778","DINDORI","MADHYA PRADESH","Y","Y","N","Z4"
"481879","Dindori","MADHYA PRADESH","Y","Y","Y","Z4"
"481880","Dindori","MADHYA PRADESH","Y","Y","Y","Z4"
"481882","DINDORI","MP","Y","Y","Y","Z4"
"481883","DINDORI","MADHYA PRADESH","Y","Y","Y","Z4"
"481884","Bajag","Madhya Pradesh","Y","Y","Y","Z4"
"481885","ShahpuraMP","Madhya Pradesh","Y","Y","Y","Z4"
"481990","SHAHPURA DINDORI","MP","Y","Y","Y","Z4"
"481991","Shahpura Ser","Madhya Pradesh","N","Y","N","Z4"
"481995","Bichhiya","Madhya Pradesh","Y","Y","Y","Z4"
"481996","BICHHIYA","MP","Y","Y","Y","Z4"
"481998","Bichhiya","Madhya Pradesh","Y","Y","Y","Z4"
"482000","JABALPUR","MADHYA PRADESH","Y","Y","N","Z4"
"482001","Jabalpur","MADHYA PRADESH","Y","Y","Y","Z4"
"482002","JABALPUR","MADHYA PRADESH","Y","Y","Y","Z4"
"482003","JABALPUR","MADHYA PRADESH","Y","Y","Y","Z4"
"482004","Jabalpur","MADHYA PRADESH","Y","Y","Y","Z4"
"482005","JABALPUR","MADHYA PRADESH","Y","Y","Y","Z4"
"482006","JABALPUR","MADHYA PRADESH","Y","Y","Y","Z4"
"482007","Jabalpur","Madhya Pradesh","Y","Y","Y","Z4"
"482008","Jabalpur","MADHYA PRADESH","Y","Y","Y","Z4"
"482009","JABALPUR","MADHYA PRADESH","Y","Y","Y","Z4"
"482010","JABALPUR","MADHYA PRADESH","Y","Y","Y","Z4"
"482011","JABALPUR","MADHYA PRADESH","Y","Y","Y","Z4"
"482012","JABALPUR","Madhya Pradesh","N","Y","N","Z4"
"482013","JABALPUR","MADHYA PRADESH","N","Y","N","Z4"
"482014","JABALPUR","Madhya Pradesh","N","Y","N","Z4"
"482015","JABALPUR","MADHYA PRADESH","N","Y","N","Z4"
"482016","Jabalpur","Madhya Pradesh","Y","Y","Y","Z4"
"482017","JABALPUR","MADHYA PRADESH","N","Y","N","Z4"
"482018","JABALPUR","Madhya Pradesh","N","Y","N","Z4"
"482019","JABALPUR","MADHYA PRADESH","N","Y","N","Z4"
"482020","Jabalpur","Madhya Pradesh","Y","Y","Y","Z4"
"482021","JHABUA","MADHYA PRADESH","Y","Y","Y","Z4"
"482023","JABALPUR","MADHYA PRADESH","N","Y","N","Z4"
"482024","JABALPUR","Madhya Pradesh","N","Y","N","Z4"
"482025","JABALPUR","MADHYA PRADESH","N","Y","N","Z4"
"482026","JABALPUR","Madhya Pradesh","N","Y","N","Z4"
"482027","JABALPUR","MADHYA PRADESH","N","Y","N","Z4"
"482028","JABALPUR","Madhya Pradesh","N","Y","N","Z4"
"482029","JABALPUR","MADHYA PRADESH","N","Y","N","Z4"
"482036","GOTEGAON","MP","Y","Y","N","Z4"
"482050","JABALPUR","MP","Y","Y","Y","Z4"
"482051","Bargi","Madhya Pradesh","Y","Y","Y","Z4"
"482052","JABALPUR","Madhya Pradesh","N","Y","N","Z4"
"482053","JABALPUR","MADHYA PRADESH","Y","Y","Y","Z4"
"482054","JABALPUR","Madhya Pradesh","N","Y","N","Z4"
"482055","JABALPUR","MADHYA PRADESH","N","Y","N","Z4"
"482056","JABALPUR RURAL","MADHYA PRADESH","Y","Y","Y","Z4"
"483001","Jabalpur","Madhya Pradesh","Y","Y","Y","Z4"
"483050","JABALPUR","Madhya Pradesh","Y","Y","Y","Z4"
"483053","Jabalpur","Madhya Pradesh","Y","Y","Y","Z4"
"483105","Garha","Madhya Pradesh","Y","Y","Y","Z4"
"483110","ShahpuraMP","Madhya Pradesh","Y","Y","Y","Z4"
"483113","Tendukheda","Madhya Pradesh","Y","Y","Y","Z4"
"483119","Gotegaon","Madhya Pradesh","Y","Y","Y","Z4"
"483220","Jabalpur","Madhya Pradesh","Y","Y","Y","Z4"
"483222","SIHORA","MP","Y","Y","Y","Z4"
"483225","Sihora","Madhya Pradesh","Y","Y","Y","Z4"
"483330","BAHURIBAND","MP","Y","Y","Y","Z4"
"483331","Raipura","Madhya Pradesh","Y","Y","Y","Z4"
"483332","Katni","Madhya Pradesh","Y","Y","Y","Z4"
"483333","PAN UMARIYA","MADHYA PRADESH","Y","Y","Y","Z4"
"483334","Sihora","Madhya Pradesh","Y","Y","Y","Z4"
"483336","Sihora","Madhya Pradesh","Y","Y","Y","Z4"
"483440","PAN UMARIYA","MADHYA PRADESH","Y","Y","Y","Z4"
"483442","Katni","Madhya Pradesh","Y","Y","Y","Z4"
"483443","PAN UMARIYA","MP","Y","Y","Y","Z4"
"483445","PAN UMARIYA","MADHYA PRADESH","Y","Y","Y","Z4"
"483446","PAN UMARIYA","MP","Y","Y","Y","Z4"
"483501","Katni","Madhya Pradesh","Y","Y","Y","Z4"
"483502","Umaria","Madhya Pradesh","Y","Y","N","Z4"
"483503","Katni","Madhya Pradesh","Y","Y","Y","Z4"
"483504","Katni","MADHYA PRADESH","Y","Y","Y","Z4"
"483505","Umaria","Madhya Pradesh","Y","Y","N","Z4"
"483507","Katni","Madhya Pradesh","Y","Y","Y","Z4"
"483770","BARHI","MADHYA PRADESH","Y","Y","Y","Z4"
"483773","KATNI","Madhya Pradesh","Y","Y","Y","Z4"
"483775","Vijayraghavgarh","Madhya Pradesh","Y","Y","Y","Z4"
"483776","Barhi","MADHYA PRADESH","Y","Y","Y","Z4"
"483778","Bijeraghogarh","Madhya Pradesh","Y","Y","N","Z4"
"483880","Vijayraghavgarh","Madhya Pradesh","Y","Y","Y","Z4"
"483886","Bijeraghogarh","Madhya Pradesh","Y","Y","N","Z4"
"483990","Raipura","Madhya Pradesh","Y","Y","Y","Z4"
"484001","Shahdol","Madhya Pradesh","Y","Y","Y","Z4"
"484002","SHAHDOL","MADHYA PRADESH","Y","Y","Y","Z4"
"484110","Shahdol","Madhya Pradesh","Y","Y","Y","Z4"
"484113","Pendra","Chhattisgarh","Y","Y","Y","Z4"
"484114","Shahdol","Madhya Pradesh","Y","Y","Y","Z4"
"484116","BURHAR","MP","Y","Y","Y","Z4"
"484117","Anuppur","Madhya Pradesh","Y","Y","Y","Z4"
"484120","BURHAR","MP","Y","Y","Y","Z4"
"484220","Anuppur","Madhya Pradesh","Y","Y","Y","Z4"
"484224","JABALPUR","MADHYA PRADESH","Y","Y","Y","Z4"
"484330","Anuppur","Madhya Pradesh","Y","Y","Y","Z4"
"484334","Kotma","Madhya Pradesh","Y","Y","Y","Z4"
"484336","Kotma","Madhya Pradesh","Y","Y","Y","Z4"
"484440","ANUPPUR","MADHYA PRADESH","Y","Y","Y","Z4"
"484444","Kotma","Madhya Pradesh","Y","Y","Y","Z4"
"484446","KOTMA","MP","Y","Y","Y","Z4"
"484447","Anuppur","Madhya Pradesh","Y","Y","Y","Z4"
"484551","Pali Birsinghpur","Madhya Pradesh","Y","Y","Y","Z4"
"484552","UMARIA","MADHYA PRADESH","Y","Y","Y","Z4"
"484555","PALI MP","MP","Y","Y","Y","Z4"
"484660","UMARIA","MADHYA PRADESH","Y","Y","Y","Z4"
"484661","Umaria","MADHYA PRADESH","Y","Y","Y","Z4"
"484664","Ranchha","Madhya Pradesh","Y","Y","Y","Z4"
"484665","Ranchha","Madhya Pradesh","Y","Y","Y","Z4"
"484669","Janakpur","Chhattisgarh","Y","Y","N","Z4"
"484770","SHAHDOL","MP","Y","Y","Y","Z4"
"484771","Jaisinghnagar","Madhya Pradesh","Y","Y","Y","Z4"
"484774","BEOHARI","MADHYA PRADESH","Y","Y","Y","Z4"
"484776","Beohari","Madhya Pradesh","Y","Y","Y","Z4"
"484881","Anuppur","Madhya Pradesh","Y","Y","Y","Z4"
"484885","RAJENDRAGRAM","MADHYA PRADESH","Y","Y","N","Z4"
"484886","Anuppur","Madhya Pradesh","Y","Y","Y","Z4"
"484887","Anuppur","Madhya Pradesh","Y","Y","Y","Z4"
"485001","SATNA","MADHYA PRADESH","Y","Y","Y","Z4"
"485002","Satna","Madhya Pradesh","Y","Y","Y","Z4"
"485003","Satna","Madhya Pradesh","Y","Y","Y","Z4"
"485004","SATNA","MADHYA PRADESH","Y","Y","Y","Z4"
"485005","SATNA","MADHYA PRADESH","Y","Y","Y","Z4"
"485081","Rewa","Madhya Pradesh","Y","Y","Y","Z4"
"485111","Satna","Madhya Pradesh","Y","Y","Y","Z4"
"485112","Satna","MADHYA PRADESH","Y","Y","Y","Z4"
"485113","Satna","Madhya Pradesh","Y","Y","Y","Z4"
"485114","Maihar","Madhya Pradesh","Y","Y","Y","Z4"
"485115","REWA","MP","Y","Y","Y","Z4"
"485116","Rewa","Madhya Pradesh","N","N","Y","Z4"
"485133","REWA","MP","Y","Y","N","Z4"
"485221","SATNA","MADHYA PRADESH","Y","Y","Y","Z4"
"485226","SATNA","MADHYA PRADESH","Y","Y","Y","Z4"
"485331","Majhgawa","Madhya Pradesh","Y","Y","Y","Z4"
"485334","CHITRAKOOT","Uttar Pradesh","Y","Y","N","Z4"
"485336","BIRSINGHPUR","MP","Y","Y","Y","Z4"
"485441","Satna","Madhya Pradesh","Y","Y","Y","Z4"
"485446","SATNA","MADHYA PRADESH","Y","Y","Y","Z4"
"485447","NAGOD","Madhya Pradesh","Y","Y","Y","Z4"
"485551","Nagod","Madhya Pradesh","Y","Y","Y","Z4"
"485661","Maihar","Madhya Pradesh","Y","Y","Y","Z4"
"485666","Jaitwara","Madhya Pradesh","Y","Y","Y","Z4"
"485771","MAIHAR","MP","Y","Y","Y","Z4"
"485772","MAIHAR","MADHYA PRADESH","Y","Y","Y","Z4"
"485773","MAIHAR","MADHYA PRADESH","Y","Y","Y","Z4"
"485774","Maihar","Madhya Pradesh","Y","Y","Y","Z4"
"485775","Amarpatan","MADHYA PRADESH","Y","Y","Y","Z4"
"485778","Amarpatan","Madhya Pradesh","Y","Y","Y","Z4"
"485881","Amarpatan","Madhya Pradesh","Y","Y","Y","Z4"
"486001","Rewa","Madhya Pradesh","Y","Y","Y","Z4"
"486002","REWA","MADHYA PRADESH","Y","Y","Y","Z4"
"486003","Rewa","Madhya Pradesh","Y","Y","Y","Z4"
"486004","Rewa","Madhya Pradesh","Y","Y","Y","Z4"
"486005","Rewa","Madhya Pradesh","Y","Y","Y","Z4"
"486006","Rewa","Madhya Pradesh","Y","Y","Y","Z4"
"486007","Rewa","MADHYA PRADESH","Y","Y","Y","Z4"
"486008","Rewa","Madhya Pradesh","Y","Y","Y","Z4"
"486009","Rewa","MADHYA PRADESH","Y","Y","Y","Z4"
"486010","Rewa","Madhya Pradesh","Y","Y","Y","Z4"
"486111","Rewa","Madhya Pradesh","Y","Y","Y","Z4"
"486112","MANGAWAN","MP","Y","Y","N","Z4"
"486113","MANGAWAN","MP","Y","Y","N","Z4"
